"Type for 4CE Analysis","Med Class","Class Name","Med Name","ATC Code","Parent RxNorm","ACT RxNorm List","ACT Path","ACT NDC List"
"Tracked Drugs","COAGA","Antithrombotic agents","Dipyridamole","B01AC07",3521,"RxNorm:3521,197622,199314,206714,207569,208316,309952,309953,309955,333833,371917,375035,392451,393522,1812189","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\DPreparations\3521\","NDC:00005374323,00005374331,00005374360,00005379023,00005379031,00005379060,00005379123,00005379131,00005379160,00007037920,00007037930,00007038020,00007038025,00007038120,00015107201,00015107203,00022056810,00022056816,00054043425,00054043525,00054043625,00074204302,00074204310,00102248505,00102290505,00102291005,00115107001,00115107003,00115107101,00115107103,00115107201,00115107203,00117125002,00117125005,00117129602,00117129603,00117129605,00117129802,00117129803,00117129804,00117129805,00117613602,00117613605,00143210725,00143210925,00143211125,00144145602,00144145603,00144145701,00144145801,00157021501,00157021510,00157021601,00157021610,00157021701,00157021710,00172297660,00172297670,00172297680,00172297760,00172297770,00172297780,00172299460,00172299470,00172299480,00179105701,00179105702,00179115301,00179115302,00179116201,00179116290,00182115601,00182115610,00182115629,00182115689,00182135401,00182135402,00182135410,00182135489,00182140501,00182140510,00182140589,00182156801,00182156810,00182156889,00182156901,00182156910,00182156989,00182157001,00182157010,00182157089,00185000301,00185000310,00223083701,00223083702,00223083705,00228218310,00228218396,00228218510,00228218596,00228219310,00228219396,00247106930,00302229001,00302229101,00302229110,00302229201,00302229210,00304011400,00304011401,00304011600,00304011601,00304071700,00304071701,00346237301,00346237302,00346237390,00349231400,00349231401,00349231410,00349231422,00349231498,00349231600,00349231622,00349234400,00349234401,00349234405,00349234410,00349234422,00349234452,00349234498,00349235300,00349235301,00349235305,00349235310,00349235322,00349235400,00349235401,00349235405,00349235410,00349235422,00349235498,00349837800,00349837801,00349837805,00349837810,00349837852,00349837898,00349837900,00349837901,00349837910,00349837998,00364051101,00364051102,00364055201,00364055205,00364059601,00364059602,00364237401,00364237402,00364237490,00364237501,00364237502,00364237505,00364237590,00364249101,00364249102,00364249201,00364249202,00364249301,00364249302,00368201310,00368201350,00368201601,00368201650,00368203801,00368203850,00385215010,00405435001,00405435003,00405435101,00405435103,00405435201,00405435203,00405535001,00405535003,00405535101,00405535103,00405535201,00405535203,00406218701,00406218705,00406218710,00406218801,00406218805,00406218810,00406218901,00406218905,00406218910,00409204302,00409204310,00527100101,00527100110,00527103301,00527103305,00527117201,00527117210,00527146101,00527146105,00527146110,00527146201,00527146205,00527146210,00527146301,00527146305,00527146310,00536357001,00536357010,00536357101,00536357105,00536357110,00536357201,00536357205,00536357210,00536361901,00536361905,00536361910,00536362001,00536362005,00536362010,00536374301,00555025202,00555025204,00555025205,00555025206,00555025214,00555027402,00555027404,00555027405,00555028502,00555028504,00555028505,00555028602,00555028604,00555028605,00556028901,00556028910,00580013701,00580013710,00580053301,00580053310,00580054801,00580054810,00590030221,00590030254,00591551001,00591551004,00591551101,00591551103,00591551104,00591551201,00591551203,00597001701,00597001710,00597001761,00597001790,00597001801,00597001810,00597001836,00597001861,00597001901,00597001905,00597001936,00597001961,00603338321,00603338332,00603338421,00603338432,00603338521,00603338532,00615154301,00615154310,00615154313,00615157301,00615157310,00615157313,00615157332,00615157339,00615157343,00615157353,00615157363,00615157401,00615157405,00615157410,00615157413,00615157432,00615157439,00641113834,00641113931,00641256941,00641256944,00642003310,00642003311,00642003505,00642003510,00642003705,00642003710,00677063501,00677063505,00677063510,00677063555,00677067401,00677067405,00677067410,00677068801,00677068810,00686006820,00686006920,00686007020,00703165201,00703165202,00703165204,00703165401,00703165402,00703165403,00719131010,00719131013,00719131210,00719131211,00719131213,00719131310,00719131313,00725001001,00725001005,00725001010,00781147801,00781147810,00781147813,00781167801,00781167810,00781167813,00781189001,00781189010,00781189013,00814260514,00814260528,00814260530,00814260614,00814260628,00814260630,00814260714,00814260728,00814260730,00832050001,00832050013,00832051001,00832051013,00832102900,00832102910,00832103000,00832103010,00832103100,00832103110,00839632706,00839632716,00839642906,00839642912,00839642916,00839649406,00839649416,00839791806,00839791816,00839791906,00839791916,00839792006,00839792016,00879046601,00879046605,00879046610,00879046701,00879046705,00879046710,00879046761,00879047901,00879047905,00879047910,00879047961,00879049401,00879049405,00879049410,00879049501,00879049505,00879049510,00879049561,00879049601,00879049605,00879049610,00894694001,00894694002,00894694003,00894694201,00894694202,00894694203,00904108300,00904108360,00904108380,00904108382,00904108440,00904108460,00904108480,00904108540,00904108560,00904108580,00904108660,00904108661,00904108680,00904108760,00904108761,00904108780,00904108860,00904108861,00904108880,10130055501,10130055510,10135053610,10135053710,10135053810,10465001725,11994000505,11994000525,11994000560,11994000565,12027001901,12071031101,12071031110,12071039301,12071039310,12071040201,12071040210,17236027710,17236031505,17236031510,17236032601,17236032605,17236032610,19458038301,19458038401,26053011501,35470001001,35470001009,35470291401,35470291409,35470297601,35470297609,35470297701,35470297709,42291052610,42291052710,42291052810,46193072201,46193072210,46193072301,46193072305,46193072310,46193072401,46193072405,46193072410,46703004410,46703006205,46703006210,46703006305,46703006310,47202022103,47202222101,47202222103,47202229701,47202229702,47202229703,47202234501,47202234503,47471004201,47471030501,47471030601,47679029001,47679029004,47679029035,47679031201,47679031235,47679044901,47679044935,47837004301,47837004305,47837004310,47837004400,47837004401,47837004410,47837004501,47837004502,47837004505,47837004510,48817008501,48817171001,49727034402,49727034602,49727034605,49727034902,49727034905,49856071500,49856071501,49884003101,49884003105,49884003110,49884003112,49884004201,49884004205,49884004210,49884004212,49884006505,49884006510,49884006512,50111031101,50111031103,50111031201,50111031202,50111031203,50111031301,50111031302,50111031303,50268026311,50268026315,50268026411,50268026415,50268026511,50268026515,51079006801,51079006820,51079006824,51079006840,51079006860,51079006901,51079006920,51079006924,51079006940,51079006960,51079007001,51079007020,51079007040,51079007060,51079020820,51079020840,51079020860,51129428001,51129428002,51129433601,51129433602,51203018101,51203018201,51285025502,51285025505,51285025702,51285025704,51285025705,51285025802,51285025804,51285025805,51316002001,51316008801,51432015803,51432015806,51432016006,51432016203,51432016206,51608001702,51608001802,51655010821,51655010824,51655010825,51655010883,51655042025,51728033501,51728033510,51728033601,51728033610,51808020401,51813013460,51813013499,51813013560,51813013599,51813013660,51813013699,52152026502,52152026505,52152026506,52152026602,52152026605,52152026606,52152026702,52152026705,52152026706,52446017421,52446017432,52446017521,52446017528,52446017532,52446017621,52446017628,52446017632,52493062001,52584056941,52953008401,52953008601,52953008701,52985001601,52985005301,52985009601,53467049400,53467049403,53489011501,53489011510,53489011555,53489011601,53489011610,53489011701,53489011705,53489011710,53492302801,53492302802,53492302901,53492302902,53492303001,53506074260,53506074360,53506074460,53633003101,53633003110,53633004201,53633006501,53633006510,53978005710,53978005810,53978502701,53978502703,53978502709,54269012301,54269012401,54269012901,54421014001,54421014101,54421014201,54421140001,54421141001,54421142001,54569046600,54569046750,54569046801,54569046950,54569047000,54697000602,54697000603,54697000604,54697000605,54697000607,54868004200,54868004201,54868004202,54868004204,54868004300,54868004301,54868004302,54868004303,54868004304,54868004305,54868004400,54868004401,54868004402,54868004403,54868004404,54868128800,55045144800,55045144801,55045144802,55045150600,55045150608,55045150609,55154133700,55154338700,55154432508,55154550700,55154550707,55289067901,55289070201,55289074801,55289074897,55370015107,55370015109,55370015207,55370015209,55370015407,55370015409,55390055501,55390055510,55390055590,55829023510,55829023610,55829023710,57480032301,57480032401,57480032501,57866361901,57866362001,58016055612,58016055615,58016055620,58016055630,58056015701,58056015710,58056015801,58056015810,58087002212,60346078930,60346078959,60346078960,60346078962,60346078966,60346078990,60491050601,60491050630,60491050634,60491050690,60491050730,60491050734,60491050790,60505071500,60505071501,61392014225,61392014230,61392014231,61392014239,61392014260,61392014265,61392014290,61392014295,61392054925,61392054930,61392054931,61392054932,61392054934,61392054939,61392054945,61392054951,61392054954,61392054956,61392054960,61392054965,61392054990,61392054991,61392054995,61392055225,61392055230,61392055231,61392055232,61392055239,61392055245,61392055251,61392055254,61392055256,61392055260,61392055265,61392055290,61392055291,61392055295,62584036901,62584036931,62584036933,62584037001,62584037031,62584037033,62584037050,62584037101,62584037131,62584037133,63209008111,63209008199,63209008211,63209008299,63209008311,63209008399,63323061302,63323061310,63739008701,63775071500,63775071501,64674001701,64674001801,64674001901,64896107001,64896107003,64896107101,64896107103,64896107201,64896107203,64980013301,64980013310,64980013401,64980013410,64980013501,64980013510,65841066201,65841066205,65841066210,65841066230,65841066301,65841066305,65841066310,65841066330,65841066401,65841066405,65841066410,65841066430,66039011701,66039011710,66039011801,66039011810,66309011601,66309011610,68115066300,68151299600,68382018701,68382018705,68382018710,68382018730,68382018801,68382018805,68382018810,68382018830,68382018901,68382018905,68382018910,68382018930,68462011601,68462011610,68462011701,68462011710,68462011801,68462011810,69189042801,69189043601,69189059301"
"Tracked Drugs","COAGA","Antithrombotic agents","Indobufen","B01AC10",27518,,,
"Tracked Drugs","COAGA","Antithrombotic agents","Abciximab","B01AC13",83929,"RxNorm:83929,108911,241162,1656683","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\APreparations\83929\","NDC:00002714001,00409103008,42023003001,57894020001,57920071401,64029405001"
"Tracked Drugs","COAGA","Antithrombotic agents","Eptifibatide","B01AC16",75635,"RxNorm:75635,200348,200349,261096,261097,1736469,1736470,1736472,1736477,1736478","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\EPreparations\75635\","NDC:00085113601,00085113602,00085113603,00085117701,00085117702,00085117703,00085117705,00703050501,00703050901,00703116501,00703117901,16729025938,16729026003,16729026038,17478090210,17478090290,17478090390,25021040851,25021040910,55150021899,55150021910,55150022099,59651001200,59651001310,59651001400,63020000401,63020001001,67457062910,67457063010,67457063110,68225000501,68225000601,68225000602,70121100201,70121100301"
"Tracked Drugs","COAGA","Antithrombotic agents","Tirofiban","B01AC17",73137,"RxNorm:73137,205253,213299,1737465,1737466,1737468,1737471,1737472,1813035,1813037","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\TPreparations\73137\","NDC:00006373943,00006373955,00006373983,00006373996,00338340102,00338340141,00338340148,00338340601,00338340602,25208000101,25208000104,25208000201,25208000202,25208000203,61379012001,61379012002"
"Tracked Drugs","COAGA","Antithrombotic agents","Prasugrel","B01AC22",613391,"RxNorm:613391,855811,855812,855816,855818,855820","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\PPreparations\613391\","NDC:00002475901,00002475930,00002475961,00002475977,00002476030,00002476076,00002512101,00002512130,00002512152,00002512301,00002512307,00002512330,00002512377,00378518505,00378518577,00378518593,00378518605,00378518677,00378518693,43817023901,43817024001,54569627500,54868623800,55154183100,60505464203,60505464303,65162000103,65162000203,65862082903,65862082910,65862082930,65862083003,65862083010,65862083030,66993057530,66993057630,67877060430,67877060530"
"Tracked Drugs","COAGA","Antithrombotic agents","Ticagrelor","B01AC24",1116632,"RxNorm:1116632,1116634,1116635,1116639,1666332,1666334","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\TPreparations\1116632\","NDC:00186077660,00186077694,00186077708,00186077718,00186077728,00186077739,00186077760,55154961800,63629529201"
"Tracked Drugs","COAGA","Antithrombotic agents","Cangrelor","B01AC25",1656052,"RxNorm:1656052,1656055,1656056,1656061","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\CPreparations\1656052\","NDC:10122062001,10122062010,65293000301,65293000310"
"Tracked Drugs","COAGA","Antithrombotic agents","Vorapaxar","B01AC26",1537034,"RxNorm:1537034,1537038,1537039,1537045","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\VPreparations\1537034\","NDC:00006035101,00006035105,00006035131,00006035148,00006035154,70347020805,70347020830,70347020890"
"Tracked Drugs","COAGB","Antithrombotic agents","Desirudin","B01AE01",114934,"RxNorm:114934,402248,402249,1807809","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\DPreparations\114934\","NDC:00075230002,00075230010,00187001101,00187001110,42998071501,42998071510,51292011112,51292012101,83055011112"
"Tracked Drugs","COAGB","Antithrombotic agents","Lepirudin","B01AE02",237057,,,
"Tracked Drugs","COAGB","Antithrombotic agents","Argatroban","B01AE03",15202,"RxNorm:15202,308351,1110708,1804730,1804735,1804737,1804738","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\APreparations\15202\","NDC:00007440701,00007440710,00007440754,00074236602,00078093061,00143928801,00143955901,00143967401,00409114001,00703002031,00703002032,00781328512,00781328554,00781331491,00781331495,00781931491,00781931495,42023018201,42367020207,42367020284,42367020307,42367020384,51947440701,63323052603,67457021202,68083014101,68083014102,70121103701"
"Tracked Drugs","COAGB","Antithrombotic agents","Bivalirudin","B01AE06",60819,"RxNorm:60819,284534,308769,1657991,1997015,1997017","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\BPreparations\60819\","NDC:00338957224,00338957612,00409830010,00409830015,00409830020,00409830025,00781315894,00781315895,00781915894,00781915895,10130002210,16729027503,16729027567,25021040505,55111065207,55111065237,55150021010,55154227505,60505610104,63323056210,63323056215,63323056241,65293000101,65293000402,65293000422,67457025600,67457025610"
"Tracked Drugs","COAGB","Antithrombotic agents","Dabigatran etexilate","B01AE07",1037042,"RxNorm:1037042,1037044,1037045,1037049,1037179,1037181,1723476,1723478","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\DPreparations\1037042\","NDC:00597010754,00597010760,00597010854,00597010860,00597013512,00597013554,00597013560,00597014912,00597014954,00597014960,00597035509,00597035553,00597035556,00597036042,00597036055,00597036082,21695089960,54569627600"
"Tracked Drugs","COAGB","Antithrombotic agents","Rivaroxaban","B01AF01",1114195,"RxNorm:1114195,1114197,1114198,1114202,1232082,1232084,1232086,1232088,1549682,1549683,2059015,2059017","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\RPreparations\1114195\","NDC:42254037601,50458057701,50458057710,50458057714,50458057718,50458057760,50458057807,50458057810,50458057814,50458057830,50458057890,50458057907,50458057910,50458057930,50458057990,50458057999,50458058007,50458058010,50458058030,50458058090,50458058451,50458058452,55154142200,55154142308,55154142400,55154142408,69189057801"
"Tracked Drugs","COAGB","Antithrombotic agents","Apixaban","B01AF02",1364430,"RxNorm:1364430,1364434,1364435,1364441,1364445,1364447,1992427,1992428","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\APreparations\1364430\","NDC:00003089321,00003089331,00003089341,00003089391,00003089421,00003089431,00003089441,00003089470,00003089491,00003376432,00003376442,00003376474,50090143600,50090143700,54569651300,54569651400,55154061200,55154061208,55154061300,55154061308,63629774701,63629774702,63629774703"
"Tracked Drugs","COAGB","Antithrombotic agents","Edoxaban","B01AF03",1599538,"RxNorm:1599538,1599542,1599543,1599549,1599551,1599553,1599555,1599557","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\EPreparations\1599538\","NDC:65597020107,65597020110,65597020130,65597020150,65597020170,65597020190,65597020205,65597020207,65597020210,65597020230,65597020250,65597020270,65597020290,65597020305,65597020307,65597020310,65597020330,65597020350,65597020370,65597020390"
"Tracked Drugs","COAGB","Antithrombotic agents","Betrixaban","B01AF04",1927851,"RxNorm:1927851,1927855,1927856,1927862,1927864,1927866","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\BPreparations\1927851\","NDC:69853020101,69853020201"
"Tracked Drugs","COAGB","Antithrombotic agents","Fondaparinux","B01AX05",321208,"RxNorm:321208,349308,352102,545076,616862,616912,727559,727560,727562,727563,727564,727565,727566,727567,727568,861356,861358,861360,861362,861363,861364,861365,861366","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\FPreparations\321208\","NDC:00007323001,00007323002,00007323011,00007323061,00007323201,00007323202,00007323211,00007323401,00007323402,00007323411,00007323461,00007323601,00007323602,00007323611,00781344312,00781344394,00781344395,00781345412,00781345494,00781345495,00781346512,00781346594,00781346595,00781347612,00781347694,00781347695,35356007802,35356007810,35356007902,35356007910,35356008002,35356008010,35356008102,35356008110,43598060602,43598060610,43598060611,43598060702,43598060710,43598060711,43598060802,43598060810,43598060811,43598060902,43598060910,43598060911,53360230001,54868550100,54868550101,54868550102,54868565200,55111067802,55111067810,55111067811,55111067902,55111067910,55111067911,55111068002,55111068010,55111068011,55111068102,55111068110,55111068111,55150023000,55150023002,55150023010,55150023100,55150023102,55150023110,55150023200,55150023202,55150023210,55150023300,55150023302,55150023310,60505607800,60505607804,60505607900,60505607904,60505608000,60505608004,60505608100,60505608104,60937323002,60937323003,60937323201,60937323202,60937323401,60937323402,60937323403,60937323601,60937323602,66203230001,66203230002,67457058200,67457058202,67457058210,67457058300,67457058302,67457058304,67457058400,67457058402,67457058406,67457058500,67457058502,67457058508,67457059200,67457059202,67457059210,67457059300,67457059302,67457059304,67457059400,67457059402,67457059406,67457059500,67457059502,67457059508,67457069300,67457069310,67457069400,67457069410,67457069500,67457069510,67457069600,67457069610"
"Tracked Drugs","COAGB","Antithrombotic agents","Caplacizumab","B01AX07",2110605,,,
